"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","ProductDescription","Quantity","NetWeight in KGM"
"H4","BGR","0207","Bulgaria","SWE","Sweden",2018,"Import",5,37.672,"Meat and edible offal, of the poult",39604,39604
"H4","BGR","1001","Bulgaria","AUT","Austria",2018,"Export",6,88.085,"Wheat and meslin.",243280,243280
"H4","BGR","1001","Bulgaria","AUT","Austria",2018,"Import",5,4848.619,"Wheat and meslin.",16767744,16767744
"H4","BGR","1001","Bulgaria","BEL","Belgium",2018,"Import",5,3.252,"Wheat and meslin.",4525,4525
"H4","BGR","1001","Bulgaria","CYP","Cyprus",2018,"Export",6,5238.009,"Wheat and meslin.",25189077,25189077
"H4","BGR","1001","Bulgaria","CYP","Cyprus",2018,"Import",5,2144.906,"Wheat and meslin.",9e+06,9e+06
"H4","BGR","1001","Bulgaria","DEU","Germany",2018,"Export",6,63038.838,"Wheat and meslin.",291879239,291879239
"H4","BGR","1001","Bulgaria","DEU","Germany",2018,"Import",5,64.17,"Wheat and meslin.",94375,94375
"H4","BGR","1001","Bulgaria","ESP","Spain",2018,"Export",6,270104.509,"Wheat and meslin.",1352435189,1352435189
"H4","BGR","1001","Bulgaria","FRA","France",2018,"Export",6,5277.996,"Wheat and meslin.",27574323,27574323
"H4","BGR","1001","Bulgaria","FRA","France",2018,"Import",5,586.545,"Wheat and meslin.",459727,459727
"H4","BGR","1001","Bulgaria","GRC","Greece",2018,"Export",6,72759.872,"Wheat and meslin.",337035110,337035110
"H4","BGR","1001","Bulgaria","GRC","Greece",2018,"Import",5,94.035,"Wheat and meslin.",137092,137092
"H4","BGR","1001","Bulgaria","HUN","Hungary",2018,"Export",6,244.962,"Wheat and meslin.",759812,759812
"H4","BGR","1001","Bulgaria","HUN","Hungary",2018,"Import",5,2738.453,"Wheat and meslin.",8349746,8349746
"H4","BGR","1001","Bulgaria","IRL","Ireland",2018,"Export",6,46585.144,"Wheat and meslin.",215462813,215462813
"H4","BGR","1001","Bulgaria","ITA","Italy",2018,"Export",6,117468.867,"Wheat and meslin.",587299362,587299362
"H4","BGR","1001","Bulgaria","ITA","Italy",2018,"Import",5,429.301,"Wheat and meslin.",1370511,1370511
"H4","BGR","1001","Bulgaria","NLD","Netherlands",2018,"Export",6,48282.475,"Wheat and meslin.",237559300,237559300
"H4","BGR","1001","Bulgaria","NLD","Netherlands",2018,"Import",5,1.473,"Wheat and meslin.",1850,1850
"H4","BGR","1001","Bulgaria","PRT","Portugal",2018,"Export",6,32012.558,"Wheat and meslin.",149827600,149827600
"H4","BGR","1001","Bulgaria","ROM","Romania",2018,"Export",6,73740.987,"Wheat and meslin.",395940340,395940340
"H4","BGR","1001","Bulgaria","ROM","Romania",2018,"Import",5,835.249,"Wheat and meslin.",989345,989345
"H4","BGR","1001","Bulgaria","SVK","Slovak Republic",2018,"Import",5,707.845,"Wheat and meslin.",2665750,2665750
"H4","BGR","1001","Bulgaria","SWE","Sweden",2018,"Export",6,5170.448,"Wheat and meslin.",26250000,26250000
"H4","BGR","1006","Bulgaria","AUT","Austria",2018,"Export",6,4.478,"Rice.",5250,5250
"H4","BGR","1006","Bulgaria","AUT","Austria",2018,"Import",5,368.584,"Rice.",274135,274135
"H4","BGR","1006","Bulgaria","BEL","Belgium",2018,"Export",6,0.624,"Rice.",699,699
"H4","BGR","1006","Bulgaria","BEL","Belgium",2018,"Import",5,17.216,"Rice.",10194,10194
"H4","BGR","1006","Bulgaria","CYP","Cyprus",2018,"Export",6,14.328,"Rice.",14232,14232
"H4","BGR","1006","Bulgaria","CZE","Czech Republic",2018,"Export",6,348.128,"Rice.",1039590,1039590
"H4","BGR","1006","Bulgaria","CZE","Czech Republic",2018,"Import",5,60.819,"Rice.",27268,27268
"H4","BGR","1006","Bulgaria","DEU","Germany",2018,"Export",6,49.29,"Rice.",63526,63526
"H4","BGR","1006","Bulgaria","DEU","Germany",2018,"Import",5,153.744,"Rice.",83597,83597
"H4","BGR","1006","Bulgaria","DNK","Denmark",2018,"Export",6,0.614,"Rice.",630,630
"H4","BGR","1006","Bulgaria","ESP","Spain",2018,"Export",6,1.107,"Rice.",500,500
"H4","BGR","1006","Bulgaria","ESP","Spain",2018,"Import",5,20.214,"Rice.",24034,24034
"H4","BGR","1006","Bulgaria","FRA","France",2018,"Export",6,4.1,"Rice.",2115,2115
"H4","BGR","1006","Bulgaria","GRC","Greece",2018,"Export",6,134.846,"Rice.",220127,220127
"H4","BGR","1006","Bulgaria","GRC","Greece",2018,"Import",5,3725.654,"Rice.",9836801,9836801
"H4","BGR","1006","Bulgaria","HRV","Croatia",2018,"Export",6,37.236,"Rice.",72340,72340
"H4","BGR","1006","Bulgaria","HRV","Croatia",2018,"Import",5,24.04,"Rice.",49550,49550
"H4","BGR","1006","Bulgaria","HUN","Hungary",2018,"Export",6,68.381,"Rice.",184000,184000
"H4","BGR","1006","Bulgaria","IRL","Ireland",2018,"Export",6,0.498,"Rice.",300,300
"H4","BGR","1006","Bulgaria","ITA","Italy",2018,"Export",6,118.275,"Rice.",276700,276700
"H4","BGR","1006","Bulgaria","ITA","Italy",2018,"Import",5,1846.67,"Rice.",2504819,2504819
"H4","BGR","1006","Bulgaria","LTU","Lithuania",2018,"Export",6,71.5,"Rice.",206700,206700
"H4","BGR","1006","Bulgaria","NLD","Netherlands",2018,"Export",6,0.661,"Rice.",370,370
"H4","BGR","1006","Bulgaria","NLD","Netherlands",2018,"Import",5,111.326,"Rice.",70485,70485
"H4","BGR","1006","Bulgaria","POL","Poland",2018,"Export",6,851.895,"Rice.",1842000,1842000
"H4","BGR","1006","Bulgaria","POL","Poland",2018,"Import",5,35.273,"Rice.",29892,29892
"H4","BGR","1006","Bulgaria","PRT","Portugal",2018,"Export",6,9.16,"Rice.",24280,24280
"H4","BGR","1006","Bulgaria","ROM","Romania",2018,"Export",6,13655.193,"Rice.",26034956,26034956
"H4","BGR","1006","Bulgaria","ROM","Romania",2018,"Import",5,262.579,"Rice.",361387,361387
"H4","BGR","1006","Bulgaria","SVK","Slovak Republic",2018,"Export",6,17.55,"Rice.",48000,48000
"H4","BGR","1006","Bulgaria","SVN","Slovenia",2018,"Export",6,26.935,"Rice.",23000,23000
"H4","CYP","0207","Cyprus","BEL","Belgium",2018,"Import",5,315.544,"Meat and edible offal, of the poult",100428,100428
"H4","CYP","0207","Cyprus","BGR","Bulgaria",2018,"Export",6,16.937,"Meat and edible offal, of the poult",21010,21010
"H4","CYP","0207","Cyprus","BGR","Bulgaria",2018,"Import",5,2615.847,"Meat and edible offal, of the poult",848512,848512
"H4","CYP","0207","Cyprus","DEU","Germany",2018,"Import",5,2746.886,"Meat and edible offal, of the poult",747594,747594
"H4","CYP","0207","Cyprus","DNK","Denmark",2018,"Import",5,100.209,"Meat and edible offal, of the poult",33681,33681
"H4","CYP","0207","Cyprus","ESP","Spain",2018,"Import",5,359.291,"Meat and edible offal, of the poult",93525,93525
"H4","CYP","0207","Cyprus","FRA","France",2018,"Import",5,435.629,"Meat and edible offal, of the poult",63160,63160
"H4","CYP","0207","Cyprus","GRC","Greece",2018,"Export",6,3.105,"Meat and edible offal, of the poult",10515,10515
"H4","CYP","0207","Cyprus","GRC","Greece",2018,"Import",5,2697.887,"Meat and edible offal, of the poult",800358,800358
"H4","CYP","0207","Cyprus","HUN","Hungary",2018,"Import",5,199.568,"Meat and edible offal, of the poult",77340,77340
"H4","CYP","0207","Cyprus","IRL","Ireland",2018,"Import",5,1985.707,"Meat and edible offal, of the poult",688357,688357
"H4","CYP","0207","Cyprus","ITA","Italy",2018,"Export",6,57.925,"Meat and edible offal, of the poult",99096,99096
"H4","CYP","0207","Cyprus","ITA","Italy",2018,"Import",5,1201.551,"Meat and edible offal, of the poult",1366223,1366223
"H4","CYP","0207","Cyprus","LTU","Lithuania",2018,"Import",5,1906.974,"Meat and edible offal, of the poult",470952,470952
"H4","CYP","0207","Cyprus","NLD","Netherlands",2018,"Import",5,11283.968,"Meat and edible offal, of the poult",4748162,4748162
"H4","CYP","0207","Cyprus","POL","Poland",2018,"Import",5,4546.743,"Meat and edible offal, of the poult",1589401,1589401
"H4","CYP","0207","Cyprus","PRT","Portugal",2018,"Export",6,12.158,"Meat and edible offal, of the poult",11600,11600
"H4","CYP","0207","Cyprus","ROM","Romania",2018,"Export",6,53.925,"Meat and edible offal, of the poult",60640,60640
"H4","CYP","0207","Cyprus","ROM","Romania",2018,"Import",5,470.784,"Meat and edible offal, of the poult",138313,138313
"H4","CYP","1001","Cyprus","AUT","Austria",2018,"Import",5,1283.144,"Wheat and meslin.",4962510,4962510
"H4","CYP","1001","Cyprus","BGR","Bulgaria",2018,"Import",5,3286.656,"Wheat and meslin.",16188300,16188300
"H4","CYP","1001","Cyprus","ESP","Spain",2018,"Import",5,27.429,"Wheat and meslin.",11823,11823
"H4","CYP","1001","Cyprus","FRA","France",2018,"Import",5,8130.946,"Wheat and meslin.",27988190,27988190
"H4","CYP","1001","Cyprus","GRC","Greece",2018,"Import",5,1371.888,"Wheat and meslin.",3230914,3230914
"H4","CYP","1001","Cyprus","HUN","Hungary",2018,"Import",5,1339.93,"Wheat and meslin.",4996020,4996020
"H4","CYP","1001","Cyprus","ROM","Romania",2018,"Import",5,5244.209,"Wheat and meslin.",21006750,21006750
"H4","CYP","1006","Cyprus","AUT","Austria",2018,"Import",5,9.255,"Rice.",3282,3282
"H4","CYP","1006","Cyprus","BEL","Belgium",2018,"Import",5,1411.657,"Rice.",710575,710575
"H4","CYP","1006","Cyprus","BGR","Bulgaria",2018,"Import",5,11.292,"Rice.",3719,3719
"H4","CYP","1006","Cyprus","DEU","Germany",2018,"Import",5,341.139,"Rice.",179319,179319
"H4","CYP","1006","Cyprus","ESP","Spain",2018,"Import",5,22.394,"Rice.",27900,27900
"H4","CYP","1006","Cyprus","FRA","France",2018,"Import",5,1.614,"Rice.",576,576
"H4","CYP","1006","Cyprus","GRC","Greece",2018,"Export",6,0,"Rice.",0,0
"H4","CYP","1006","Cyprus","GRC","Greece",2018,"Import",5,2206.102,"Rice.",2361430,2361430
"H4","CYP","1006","Cyprus","ITA","Italy",2018,"Import",5,306.06,"Rice.",198875,198875
"H4","CYP","1006","Cyprus","NLD","Netherlands",2018,"Import",5,69.988,"Rice.",30366,30366
"H4","CYP","1006","Cyprus","POL","Poland",2018,"Import",5,83.775,"Rice.",32477,32477
"H4","CYP","1006","Cyprus","PRT","Portugal",2018,"Import",5,52.684,"Rice.",53365,53365
"H4","CZE","0207","Czech Republic","AUT","Austria",2018,"Export",6,6237.797,"Meat and edible offal, of the poult",2076126,2076126
"H4","CZE","0207","Czech Republic","AUT","Austria",2018,"Import",5,1152.834,"Meat and edible offal, of the poult",776936,776936
"H4","CZE","0207","Czech Republic","BEL","Belgium",2018,"Export",6,81.254,"Meat and edible offal, of the poult",53460,53460
"H4","CZE","0207","Czech Republic","BEL","Belgium",2018,"Import",5,264.085,"Meat and edible offal, of the poult",543647,543647
"H4","CZE","0207","Czech Republic","BGR","Bulgaria",2018,"Export",6,46.032,"Meat and edible offal, of the poult",33745,33745
"H4","CZE","0207","Czech Republic","BGR","Bulgaria",2018,"Import",5,1376.464,"Meat and edible offal, of the poult",430010,430010
"H4","CZE","0207","Czech Republic","CYP","Cyprus",2018,"Export",6,43.573,"Meat and edible offal, of the poult",27083,27083
"H4","CZE","0207","Czech Republic","DEU","Germany",2018,"Export",6,11477.208,"Meat and edible offal, of the poult",3501229,3501229
"H4","CZE","0207","Czech Republic","DEU","Germany",2018,"Import",5,22116.713,"Meat and edible offal, of the poult",10236996,10236996
"H4","CZE","0207","Czech Republic","DNK","Denmark",2018,"Export",6,5.223,"Meat and edible offal, of the poult",9590,9590
"H4","CZE","0207","Czech Republic","DNK","Denmark",2018,"Import",5,881.954,"Meat and edible offal, of the poult",725482,725482
"H4","CZE","0207","Czech Republic","ESP","Spain",2018,"Export",6,51.55,"Meat and edible offal, of the poult",22454,22454
"H4","CZE","0207","Czech Republic","ESP","Spain",2018,"Import",5,332.787,"Meat and edible offal, of the poult",145482,145482
"H4","CZE","0207","Czech Republic","FRA","France",2018,"Export",6,248.102,"Meat and edible offal, of the poult",113119,113119
"H4","CZE","0207","Czech Republic","FRA","France",2018,"Import",5,8467.494,"Meat and edible offal, of the poult",1870584,1870584
"H4","CZE","0207","Czech Republic","GRC","Greece",2018,"Export",6,50.018,"Meat and edible offal, of the poult",37030,37030
"H4","CZE","0207","Czech Republic","GRC","Greece",2018,"Import",5,1.036,"Meat and edible offal, of the poult",52,52
"H4","CZE","0207","Czech Republic","HRV","Croatia",2018,"Export",6,210.662,"Meat and edible offal, of the poult",169423,169423
"H4","CZE","0207","Czech Republic","HUN","Hungary",2018,"Export",6,3640.91,"Meat and edible offal, of the poult",1743549,1743549
"H4","CZE","0207","Czech Republic","HUN","Hungary",2018,"Import",5,35206.948,"Meat and edible offal, of the poult",10975596,10975596
"H4","CZE","0207","Czech Republic","IRL","Ireland",2018,"Import",5,872.379,"Meat and edible offal, of the poult",201772,201772
"H4","CZE","0207","Czech Republic","ITA","Italy",2018,"Export",6,224.055,"Meat and edible offal, of the poult",406148,406148
"H4","CZE","0207","Czech Republic","ITA","Italy",2018,"Import",5,1242.368,"Meat and edible offal, of the poult",424830,424830
"H4","CZE","0207","Czech Republic","LTU","Lithuania",2018,"Export",6,42.162,"Meat and edible offal, of the poult",6785,6785
"H4","CZE","0207","Czech Republic","LTU","Lithuania",2018,"Import",5,162.623,"Meat and edible offal, of the poult",39176,39176
"H4","CZE","0207","Czech Republic","LVA","Latvia",2018,"Export",6,17.262,"Meat and edible offal, of the poult",11420,11420
"H4","CZE","0207","Czech Republic","LVA","Latvia",2018,"Import",5,1.109,"Meat and edible offal, of the poult",355,355
"H4","CZE","0207","Czech Republic","MLT","Malta",2018,"Export",6,61.723,"Meat and edible offal, of the poult",29185,29185
"H4","CZE","0207","Czech Republic","NLD","Netherlands",2018,"Export",6,1287.817,"Meat and edible offal, of the poult",804579,804579
"H4","CZE","0207","Czech Republic","NLD","Netherlands",2018,"Import",5,5123.166,"Meat and edible offal, of the poult",4058917,4058917
"H4","CZE","0207","Czech Republic","POL","Poland",2018,"Export",6,2254.536,"Meat and edible offal, of the poult",715837,715837
"H4","CZE","0207","Czech Republic","POL","Poland",2018,"Import",5,199619.423,"Meat and edible offal, of the poult",84976872,84976872
"H4","CZE","0207","Czech Republic","ROM","Romania",2018,"Export",6,186.71,"Meat and edible offal, of the poult",126395,126395
"H4","CZE","0207","Czech Republic","ROM","Romania",2018,"Import",5,3671.835,"Meat and edible offal, of the poult",1179824,1179824
"H4","CZE","0207","Czech Republic","SVK","Slovak Republic",2018,"Export",6,34617.597,"Meat and edible offal, of the poult",13352768,13352768
"H4","CZE","0207","Czech Republic","SVK","Slovak Republic",2018,"Import",5,12568.357,"Meat and edible offal, of the poult",5067360,5067360
"H4","CZE","0207","Czech Republic","SVN","Slovenia",2018,"Export",6,0.248,"Meat and edible offal, of the poult",103,103
"H4","CZE","0207","Czech Republic","SVN","Slovenia",2018,"Import",5,138.006,"Meat and edible offal, of the poult",62322,62322
"H4","CZE","0207","Czech Republic","SWE","Sweden",2018,"Import",5,0.109,"Meat and edible offal, of the poult",23,23
"H4","CZE","1001","Czech Republic","AUT","Austria",2018,"Export",6,40875.226,"Wheat and meslin.",196499945,196499945
"H4","CZE","1001","Czech Republic","AUT","Austria",2018,"Import",5,419.156,"Wheat and meslin.",485851,485851
"H4","CZE","1001","Czech Republic","BEL","Belgium",2018,"Export",6,281.491,"Wheat and meslin.",948957,948957
"H4","CZE","1001","Czech Republic","BEL","Belgium",2018,"Import",5,230.573,"Wheat and meslin.",1159170,1159170
"H4","CZE","1001","Czech Republic","DEU","Germany",2018,"Export",6,294760.034,"Wheat and meslin.",1447085138,1447085138
"H4","CZE","1001","Czech Republic","DEU","Germany",2018,"Import",5,269.515,"Wheat and meslin.",447884,447884
"H4","CZE","1001","Czech Republic","DNK","Denmark",2018,"Export",6,74.438,"Wheat and meslin.",146500,146500
"H4","CZE","1001","Czech Republic","EST","Estonia",2018,"Export",6,24.049,"Wheat and meslin.",48000,48000
"H4","CZE","1001","Czech Republic","FIN","Finland",2018,"Export",6,2.987,"Wheat and meslin.",4000,4000
"H4","CZE","1001","Czech Republic","FRA","France",2018,"Export",6,606.398,"Wheat and meslin.",2579970,2579970
"H4","CZE","1001","Czech Republic","FRA","France",2018,"Import",5,1242.155,"Wheat and meslin.",682272,682272
"H4","CZE","1001","Czech Republic","HRV","Croatia",2018,"Export",6,2.854,"Wheat and meslin.",2580,2580
"H4","CZE","1001","Czech Republic","HUN","Hungary",2018,"Export",6,100.448,"Wheat and meslin.",195200,195200
"H4","CZE","1001","Czech Republic","HUN","Hungary",2018,"Import",5,279.886,"Wheat and meslin.",1250480,1250480
"H4","CZE","1001","Czech Republic","ITA","Italy",2018,"Export",6,14752.343,"Wheat and meslin.",61733884,61733884
"H4","CZE","1001","Czech Republic","ITA","Italy",2018,"Import",5,0.164,"Wheat and meslin.",32,32
"H4","CZE","1001","Czech Republic","LTU","Lithuania",2018,"Export",6,63.449,"Wheat and meslin.",130001,130001
"H4","CZE","1001","Czech Republic","LVA","Latvia",2018,"Export",6,71.961,"Wheat and meslin.",144123.531,144124
"H4","CZE","1001","Czech Republic","NLD","Netherlands",2018,"Export",6,140.813,"Wheat and meslin.",303764,303764
"H4","CZE","1001","Czech Republic","NLD","Netherlands",2018,"Import",5,13.816,"Wheat and meslin.",11272,11272
"H4","CZE","1001","Czech Republic","POL","Poland",2018,"Export",6,47379.162,"Wheat and meslin.",234040620,234040620
"H4","CZE","1001","Czech Republic","POL","Poland",2018,"Import",5,1386.911,"Wheat and meslin.",7083946,7083946
"H4","CZE","1001","Czech Republic","ROM","Romania",2018,"Export",6,47.54,"Wheat and meslin.",67495,67495
"H4","CZE","1001","Czech Republic","ROM","Romania",2018,"Import",5,5.404,"Wheat and meslin.",5200,5200
"H4","CZE","1001","Czech Republic","SVK","Slovak Republic",2018,"Export",6,3449.397,"Wheat and meslin.",15308869,15308869
"H4","CZE","1001","Czech Republic","SVK","Slovak Republic",2018,"Import",5,7646.364,"Wheat and meslin.",36671406,36671406
"H4","CZE","1001","Czech Republic","SVN","Slovenia",2018,"Export",6,198.432,"Wheat and meslin.",994130,994130
"H4","CZE","1001","Czech Republic","SWE","Sweden",2018,"Export",6,23.629,"Wheat and meslin.",48000,48000
"H4","CZE","1001","Czech Republic","SWE","Sweden",2018,"Import",5,3.81,"Wheat and meslin.",4000,4000
"H4","CZE","1006","Czech Republic","AUT","Austria",2018,"Export",6,923.095,"Rice.",826195,826195
"H4","CZE","1006","Czech Republic","AUT","Austria",2018,"Import",5,272.52,"Rice.",156036.417,156036
"H4","CZE","1006","Czech Republic","BEL","Belgium",2018,"Export",6,70.137,"Rice.",62849,62849
"H4","CZE","1006","Czech Republic","BEL","Belgium",2018,"Import",5,2239.723,"Rice.",5189084,5189084
"H4","CZE","1006","Czech Republic","BGR","Bulgaria",2018,"Export",6,25.114,"Rice.",16603,16603
"H4","CZE","1006","Czech Republic","BGR","Bulgaria",2018,"Import",5,120.583,"Rice.",353660,353660
"H4","CZE","1006","Czech Republic","DEU","Germany",2018,"Export",6,2888.93,"Rice.",2599180,2599180
"H4","CZE","1006","Czech Republic","DEU","Germany",2018,"Import",5,778.554,"Rice.",670078,670078
"H4","CZE","1006","Czech Republic","DNK","Denmark",2018,"Export",6,0.226,"Rice.",56,56
"H4","CZE","1006","Czech Republic","ESP","Spain",2018,"Export",6,0.692,"Rice.",133,133
